premise	hypothesis	label
در روز رستاخیز جزای اعمال هر انسانی عین اعمال خود او خواهد بود.	 در روز رستاخیز، اثر وضعی اعمال به عنوان پاداش و کیفر به انسان داده می شود. 	c
در روز رستاخیز جزای اعمال هر انسانی عین اعمال خود او خواهد بود.	به عبارت دیگر، در کتاب به جای خط و نقش، خود عمل دیده میشود و پاداش و کیفر هم خود عمل است.	n
پس از مرگ روح وارد عالمی به نام عالم برزخ می‌شود که حدفاصل دنیا و آخرت است و احساس لذت و الم در آن به علت غیرمادی بودن آن و افزایش قدرت درک انسان کامل‌تر است و انسان در این عالم ذی شعور است.	علت کامل تر بودن احساس لذت و الم در عالم برزخ ،غیرمادی بودن آن و افزایش قدرت درک انسان است.	e
پس از مرگ روح وارد عالمی به نام عالم برزخ می‌شود که حدفاصل دنیا و آخرت است و احساس لذت و الم در آن به علت غیرمادی بودن آن و افزایش قدرت درک انسان کامل‌تر است و انسان در این عالم ذی شعور است.	بعد از مرگ، ماده بودن عالم برزخ، موجب احساس لذت و الم در برزخ می شود. 	c
پس از مرگ روح وارد عالمی به نام عالم برزخ می‌شود که حدفاصل دنیا و آخرت است و احساس لذت و الم در آن به علت غیرمادی بودن آن و افزایش قدرت درک انسان کامل‌تر است و انسان در این عالم ذی شعور است.	انسان دارای بعد غیرمادی به نام روح است که به حیات خود ادامه می‌دهد و تمام شخصیت انسان روح اوست و لذا مرگ نیستی و نابودی نیست.	n
قرآن می فرماید: میزان حق و عدل است. یعنی می سنجند که اعمال ما بر حق بوده یا باطل، طبق عدالت بوده یا ظلم.	بر اساس قرآن میزان یعنی سنجش افکار و اعمال انسان از روی عدل و با معیارهای حق.	e
قرآن می فرماید: میزان حق و عدل است. یعنی می سنجند که اعمال ما بر حق بوده یا باطل، طبق عدالت بوده یا ظلم.	بنابر قرآن میزان یعنی وزن کردن اعمال و افکار انسان در ترازوهایی شبیه به ترازوهای دنیا است و معیار حق و عدل در میزان تاثیری ندارد. 	c
قرآن می فرماید: میزان حق و عدل است. یعنی می سنجند که اعمال ما بر حق بوده یا باطل، طبق عدالت بوده یا ظلم.	کسانی که میزان های عمل آنها سنگین است، همان رستگاران اند.	n
سبوطی سنی مذهب روایت می‌کند زمانی پیامبر رو به علی کرد و گفت: «سوگند به آن که جانم به دست اوست این شخص -علی - و کسانی که شیعه و پیرو اویند در قیامت رستگارند.»	مطابق نقل سبوطی دانشمند اهل تسنن، پیامبر به علی فرمودند: سوگند به آنکه جانم در دست اوست، این شخص و کسانی که شیعه و پیرو او هستند هم اینان در قیامت رستگارانند.	e
سبوطی سنی مذهب روایت می‌کند زمانی پیامبر رو به علی کرد و گفت: «سوگند به آن که جانم به دست اوست این شخص -علی - و کسانی که شیعه و پیرو اویند در قیامت رستگارند.»	بنابر گفته سبوطی سنی مذهب، پیامبر به حضرت زهرا فرمودند: قسم به آنکه جانم در دست اوست، او و کسانی که شیعه و پیرو او هستند همه در قیامت رستگار هستند. 	c
سبوطی سنی مذهب روایت می‌کند زمانی پیامبر رو به علی کرد و گفت: «سوگند به آن که جانم به دست اوست این شخص -علی - و کسانی که شیعه و پیرو اویند در قیامت رستگارند.»	شیعیان بر این باورند که محمد در زمان حیاتش، جانشین پس از خود را تعیین کرد و پسر عمو و دامادش علی بن ابیطالب را به عنوان وصی و خلیفه پس از خود اعلام نمود.	n
اخلال ناشی از جهل سهوی(فراموشی) به حکم در ارکان، موجب بطلان نماز است؛ خواه در شرط رکنی، مانند طهارت و وقت و یا جزء رکنی، مانند رکوع و دو سجده.	فراموش کردن دو سجده از نماز موجب بطلان آن می‌گردد.	e
اخلال ناشی از جهل سهوی(فراموشی) به حکم در ارکان، موجب بطلان نماز است؛ خواه در شرط رکنی، مانند طهارت و وقت و یا جزء رکنی، مانند رکوع و دو سجده.	اگر دو سجده از نماز فراموش شود نماز باطل نمی شود اما اگر یک سجده فراموش شود نماز باطل می شود. 	c
اخلال ناشی از جهل سهوی(فراموشی) به حکم در ارکان، موجب بطلان نماز است؛ خواه در شرط رکنی، مانند طهارت و وقت و یا جزء رکنی، مانند رکوع و دو سجده.	فراموش کننده حکم، همچون جاهل به حکم است و احکام جاهل به حکم درباره ناسی حکم نیز جاری می‏شود.	n
امام سجاد ضمن روایتی طولانی در مورد سوال نکیر و منکر در عالم برزخ می فرماید: اول چیزی که از تو سوال می کنند، از پروردگارت می باشد که او چه کسی است و او را عبادت می‌کردی و از پیامبرت که به سوی تو فرستاده شده است و از دین تو ... .	از دیدگاه امام سجاد اولین سوالی که در عالم برزخ از انسان می شود: خدای تو کیست؟	e
